setId,id,prompt,choice1,choice2,choice3,choice4,choice5,choice6,correctAnswers,select
risk-management-1,17,Which of the terms listed below refers to a general term that describes an organization’s overall attitude towards risk-taking?,Risk strategy,Risk control,Risk appetite,Risk tolerance,,,Risk appetite,1
risk-management-1,18,Contracting out a specialized technical component when the company's employees lack the necessary skills is an example of:,Risk deterrence,Risk avoidance,Risk acceptance,Risk transference,,,Risk transference,1
risk-management-1,19,Cybersecurity insurance is an example of which risk management strategy?,Risk avoidance,Risk deterrence,Risk transference,Risk acceptance,,,Risk transference,1
risk-management-1,20,In the context of risk acceptance, choosing not to apply certain controls or safeguards for a specific risk is called:,Exception,Evasion,Exemption,Exclusion,,,Exemption,1
risk-management-1,21,In the risk acceptance strategy, the practice of temporarily not complying with a standard or policy due to a specific risk scenario is referred to as:,Exclusion,Exception,Evasion,Exemption,,,Exception,1
risk-management-1,22,Disabling certain system functions or shutting down the system when risks are identified is an example of:,Risk acceptance,Risk avoidance,Risk transference,Risk deterrence,,,Risk avoidance,1
risk-management-1,23,Which of the following terms describes the process of taking proactive measures to reduce the impact of identified risks?,Risk acceptance,Risk avoidance,Risk transference,Risk mitigation,,,Risk mitigation,1
risk-management-1,24,Which of the acronyms listed below refers to a maximum allowable time to restore critical business functions after a disruption?,SLA,RTO,MTTF,RPO,,,RTO,1
risk-management-1,25,Which of the following defines the maximum acceptable amount of data loss measured by a specific point in time before a disaster or outage?,RPO,MTBF,RTO,MTTR,,,RPO,1
risk-management-1,26,Which of the terms listed below is used to describe the average time required to repair a failed component or device?,MTBF,RPO,MTTR,SLA,,,MTTR,1
risk-management-1,27,A high MTBF value indicates that a component or system provides low reliability and is more likely to fail.,True,False,,,,,False,1
risk-management-1,28,A metric that represents the average amount of time a device or system is expected to operate before experiencing its first failure is known as:,MTTR,SLA,MTBR,MTTF,,,MTTF,1
agreements-1,1,Which of the following terms refers to an agreement that specifies performance requirements for a vendor?,MSA,SLA,MOU,SOW,,,SLA,1
agreements-1,2,Which of the acronyms listed below refers to a formal and often legally binding document that outlines specific responsibilities, roles, and terms agreed upon by two or more parties?,SOW,MOA,MSA,MOU,,,MOA,1
agreements-1,3,A type of nonbinding agreement outlining mutual goals and the general framework for cooperation between two or more parties is referred to as:,MOA,SOW,MOU,MSA,,,MOU,1
agreements-1,4,A type of legally binding contract that establishes the foundational terms and conditions governing future agreements between two parties is known as:,MOU,SLA,MSA,SOW,,,MSA,1
agreements-1,5,Which of the following acronyms refers to a document that authorizes, initiates, and tracks the progress and completion of a particular job or task?,SOW,WO,SLA,MSA,,,WO,1
agreements-1,6,A detailed agreement between a client and a vendor that describes the work to be performed on a project is called:,MSA,SLA,WO,SOW,,,SOW,1
agreements-1,7,A legal contract between the holder of confidential information and another person to whom that information is disclosed restricting that other person from disclosing the confidential information to any other party is referred to as:,ISA,NDA,BPA,SLA,,,NDA,1
agreements-1,8,Which of the terms listed below refers to a formal contract between business partners outlining the rights, responsibilities, and obligations of each partner regarding the management, operation, and decision-making processes within the business?,MSA,SLA,BPA,MOA,,,BPA,1
pentesting-1,1,Penetration testing: (Select all that apply),Bypasses security controls,Only identifies lack of security controls,Actively tests security controls,Exploits vulnerabilities,Passively tests security controls,,Bypasses security controls;Actively tests security controls;Exploits vulnerabilities,3
pentesting-1,2,In cybersecurity exercises, red team takes on the role of:,An attacker,A defender,Both an attacker and a defender,An exercise overseer,,,An attacker,1
pentesting-1,3,In cybersecurity exercises, the defending team is known as:,Red team,Blue team,White team,Purple team,,,Blue team,1
pentesting-1,4,In cybersecurity exercises, the role of an event overseer (i.e., the referee) is delegated to:,Red team,Blue team,White team,Purple team,,,White team,1
pentesting-1,5,In cybersecurity exercises, a purple team assumes the integrated role of all other teams (i.e., red, blue, and white).,True,False,,,,,False,1
pentesting-1,6,A penetration test performed by an authorized professional with the full prior knowledge on how the system that is to be tested works is called:,Black-hat hacking,White-box testing,Black-box testing,White-hat hacking,,,White-box testing,1
pentesting-1,7,Which of the following terms is used to describe a penetration test in which the person conducting the test has limited access to information on the internal workings of the targeted system?,Black-box testing,Fuzz testing,Gray-box testing,White-box testing,,,Gray-box testing,1
